id,name_uz,name_ru,name_en
7664,Boshqa qurilish uskunalari,Другое строительное оборудование,Other construction equipment
7687,Elektr issiq pollar va regulyatorlar,Электрические теплые полы и регуляторы,Electric heated floors and regulators
7698,Bogʻni yoritish,Освещение сада,Garden lighting
7666,Kompressor stantsiyasi,Компрессорная станция,Compressor station
7693,Uzaytirgichlar va pilotlar,Расширения и пилоты,Extensions and pilots
7681,Simlar va kabellar,Провода и кабели,Wires and cables
7663,Qurilish uskunalari,Строительная техника,Construction equipment
7679,"Domofonlar, qoʻngʻiroqlar va xavfsizlik tizimlari","Интеркомы, звонки и системы безопасности","Intercoms, bells, and security systems"
7645,Dush kabinalari uchun butlovchi qismlar,Комплектующие для душевых кабин,Components for shower cabins
7647,Vanna va oshxona uchun aksessuarlar,Аксессуары для ванной и кухни,Bathroom and kitchen accessories
7649,Ta'mirlash to'plamlari va sarf materiallari,Ремонтные комплекты и расходные материалы,Repair kits and consumables
7657,Oshxona rakovinasi,Кухонная мойка,Kitchen sink
7659,Sochiq quritgichlar va butlovchi qismlar,Полотенцесушители и аксессуары,Towel dryers and accessories
7640,Magnit asboblar,Магнитные инструменты,Magnetic tools
7616,Mahkamlagichlar,Крепежные элементы,Fasteners
7655,Fitinglar va butlovchi qismlar,Фитинги и комплектующие,Fittings and components
7651,Unitazlar,Туалеты,Toilets
7653,Aralashtirgichlar,Смесители,Mixers
7636,Asboblar va inventarlarni saqlash,Хранение инструментов и инвентаря,Storage of tools and inventory
7629,Shaxsiy himoya vositalari,Средства индивидуальной защиты,Personal protective equipment
7661,Dush tizimlari va leykalar,Душевые системы и душевые лейки,Shower systems and shower heads
7595,Asboblar to'plamlari,Наборы инструментов,Tool kits
7606,Furnitura,Мебель,Furniture
7601,Sarflov materiallar,Расходные материалы,Consumables
7597,Qisqich uskunalari,Зажимное оборудование,Clamping equipment
7561,"Mukofotlar, kuboklar, tasmalar","Награды, кубки, ленты","Awards, trophies, ribbons"
7556,Karnaval buyumlari,Карнавальные товары,Carnival items
7568,Toʻy uchun mahsulotlar,Свадебные товары,Wedding products
7530,"Sovgʻa oʻramlari, otkritkalar","Подарочная упаковка, открытки","Gift wrapping, postcards"
7547,Yangi yil mahsulotlari,Новогодняя продукция,New Year's products
7563,Feyerverklar va salyutlar,Фейерверки и салюты,Fireworks and salutes
7536,Bayramni bezatish,Праздничное украшение,Holiday decoration
7495,Chelaklar va kadkalar,Ведра и ковши,Buckets and ladles
7487,Tokchalar va skameykalar,Полки и скамейки,Shelves and benches
7523,Seyflar,Сейфы,Safes
7525,"Shkaflar, tumbalar, komodlar","Шкафы, комоды, тумбы","Cabinets, chests of drawers, chests of drawers"
7517,Jurnal stollari,Журнальные столики,Magazine tables
7511,Mebel furniturasi,Мебельная фурнитура,Furniture fittings
7513,Pufiklar ba banketkalar,Пуфы и банкетки,Puffs and banquettes
7507,Stullar va taburetkalar,Стулья и табуреты,Chairs and stools
7503,Poyabzal uchun javonlar,Стойки для обуви,Shoe racks
7500,Joynamozlar,Молитвенные пункты,Prayer points
7497,Hammom uchun interyer buyumlari,Предметы интерьера для ванной комнаты,Interior items for the bathroom
7493,Hammom uchun veniklar,Банные полотенца,Bath towels
7491,Bugʻlamalar va xushboʻy moddalar,Пары и ароматы,Vapors and fragrances
7489,Hammom uchun toʻqimachilik buyumlari,Текстиль для ванной,Bathroom textiles
7485,Yogʻoch chelaklar,Деревянные ведра,Wooden buckets
7521,Matraslar,Матрасы,Mattresses
7509,Karkassiz mebel,Бескаркасная мебель,Frameless furniture
7472,Oʻsimliklar uchun tagkursilar va mahkamlagichlar,Подставки для растений и кашпо,Plant stands and planters
7455,Gʻaladonlar,Зерна,Grains
7457,"Tutqichlar, tagliklar va patnislar","Ручки, основания и подносы","Handles, bases and trays"
7481,Tuz va hammom toshlari,Соль и камни для ванн,Salt and bath stones
7436,Sanamlar,Идолы,Idols
7451,Foto ramkalar va foto albomlar,Фоторамки и фотоальбомы,Photo frames and photo albums
7476,Gul uchun savatlar,Цветочные корзины,Flower baskets
7445,Rasmlar va panno,Картины и панели,Pictures and panels
7440,Interyerni bezatish,Внутреннее убранство,Interior decoration
7443,Soatlar va ob-havo stansiyalari,Часы и метеостанции,Clocks and weather stations
7469,Shamlar va shamdonlar,Свечи и подсвечники,Candles and candlesticks
7449,Koʻzgular,Зеркала,Mirrors
7459,"Termometrlar, barometrlar","Термометры, барометры","Thermometers, barometers"
7483,Kovshlar va cherpaklar,Ведра и ковши,Buckets and ladles
7453,"Tablichlakalar, raqamlar va ilgaklar","Таблички, цифры и крючки","Plates, numbers and hooks"
7438,Uy uchun iforlar,Домашние средства,Home remedies
7466,Sunʼiy gullar,Искусственные цветы,Artificial flowers
7474,Leykalar va purkagichlar,Лейки и разбрызгиватели,Watering cans and sprinklers
7461,Dafn marosimi uchun magsulotlar,Похоронные принадлежности,Funeral products
7447,Suvenirlar va sovgʻalar,Сувениры и подарки,Souvenirs and gifts
7478,Tuvaklar va kashpo,Холст и холст,Canvas and canvas
7406,Qoʻl tarozilari va pallali tarozilar,Ручные весы и весы для взвешивания,Hand scales and weighing scales
7429,Kirlar uchun baklar,Контейнеры для белья,Laundry bins
7412,Xoʻjalik sumkalari,Пакеты для продуктов,Grocery bags
7417,Kiyim uchun qoplamalar,Чехлы для одежды,Covers for clothes
7431,"Qutilar, savatlar, konteynerlar","Ящики, корзины, контейнеры","Boxes, baskets, containers"
7423,Organayzerlar va ajratuvchilar,Органайзеры и разделители,Organizers and dividers
7433,Poyabzallar uchun qoplamalar,Бахилы,Shoe covers
7414,Sumka-aravachalar,Сумки-тележки,Trolley bags
7427,Vakuumli paketlar va paket qadoqlagichlar,Вакуумные пакеты и запайщики пакетов,Vacuum bags and package sealers
7379,Tozalash ishlari uchun inventarlar,Инвентарь для уборочных работ,Inventory for cleaning work
7421,Soyabonlar stendlari,Подставки для зонтов,Umbrella stands
7401,Kiyim va poyabzallar parvarishi,Уход за одеждой и обувью,Clothing and shoe care
7419,Ilgichlar,Вешалки,Hangers
7410,Qadoqlash va tashish,Упаковка и транспортировка,Packaging and transportation
7331,Oshxona uchun tekstil mahsulotlari,Текстильные изделия для кухни,Textile products for the kitchen
7373,Elektr bilan isitiladigan toʻqimachilik,Электрообогреваемые текстильные изделия,Electrically heated textiles
7355,Koʻrpalar va qoplamalar,Одеяла и покрывала,Blankets and covers
7368,Adyollar,Одеяла,Blankets
7339,Yostiqlar,Подушки,Pillows
7358,Pardalar va karnizlar,Шторы и карнизы,Curtains and cornices
7370,Matras qoplamalari va giʻloflar,Чехлы для матрасов и чехлы,Mattress covers and slipcovers
7323,Choyshablar,Простыни,Bedsheets
7329,Sochiqlar,Полотенца,Towels
7118,Ortopedik poyabzal,Ортопедическая обувь,Orthopedic shoes
7124,"Ortopedik tagliklar va yarim tagliklar, oyoq tuzatuvchisi","Ортопедические стельки и полустельки, корректоры стопы","Orthopedic insoles and half-insoles, foot corrector"
7133,Peshob olish uchun idishlar,Контейнеры для сбора мочи,Urine collection containers
7105,"Salfetkalar, koʻzoynak uchun spreylar","Салфетки, спреи для стекол","Wipes, sprays for glasses"
7131,Hassalar va qoʻltiq tayoqlar,Трости и костыли,Canes and crutches
7135,Yotgan bemorlar uchun parvarishlash vositalari,Средства по уходу за лежачими больными,Care products for bedridden patients
7114,Davolovchi qizdiruvchi buyumlar,Терапевтические нагревательные элементы,Therapeutic heating items
7101,Namlantiruvchi tomchilar,Увлажняющие капли,Moisturizing drops
7108,Kompressli trikotaj,Компрессионный трикотаж,Compression knitwear
7137,Eshitish apparatlari va ovoz kuchaytirgichlar,Слуховые аппараты и усилители звука,Hearing aids and sound amplifiers
7116,Ortezlar,Ортезы,Orthoses
7120,Korsetlar va qomatni toʻgʻri tutishga yordam beruvchi vositalar,Корсеты и корректирующие средства,Corsets and body shapers
7122,Bandajlar,Бинты,Bandages
7112,Anatomik va ortopedik yostiqlar,Анатомические и ортопедические подушки,Anatomical and orthopedic pillows
7103,Ko'zoynak uchun qutilar,Коробки для очков,Glasses boxes
7129,Yurishi uchun yordamchilar,Вспомогательные средства для ходьбы,Walking aids
7140,Nogironlar aravachalari,Инвалидные коляски,Wheelchairs
7126,Elastik bintlar,Эластичные бинты,Elastic bandages
7081,Tibbiyot qoʻlqoplari,Медицинские перчатки,Medical gloves
7064,Xurrak otishga qarshi mahsulotlar,Средства против храпа,Anti-snoring products
7071,Gigiyenik va tibbiy niqoblar,Гигиенические и медицинские маски,Hygienic and medical masks
7079,Dori-darmonlar uchun dori qutilari va sumkalar,Аптечки и сумки для лекарств,Medicine boxes and bags for medicines
7050,Bogʻlov materiallari,Переплетные материалы,Binding materials
7077,Tibbiyot uskunalari,Медицинское оборудование,Medical equipment
7099,Linza uchun aksessuarlar,Аксессуары для объективов,Lens accessories
7055,Sarflov materiallar,Расходные материалы,Consumables
7068,Diagnostika testlari,Диагностические тесты,Diagnostic tests
7062,Dezinfeksiya vositalari,Дезинфицирующие средства,Disinfectants
7095,Romlar,Рома,Roma
7089,Kontakt linzalari uchun qorishmalar,Смеси для контактных линз,Mixtures for contact lenses
7084,Lubrikantlar,Смазочные материалы,Lubricants
7091,Kontakt linzalar,Контактные линзы,Contact lenses
7086,Prezervativlar,Презервативы,Condoms
7097,Ko'rish uchun ko'zoynaklar,Очки для просмотра,Glasses for viewing
7073,Grelkalar,Конфорки,Hotplates
7075,"Gellar, mazlar","Гели, мази","Gels, ointments"
7093,Kompyuter ko'zoynaklari,Очки для компьютера,Computer glasses
7066,Antibakterial vositalar,Антибактериальные средства,Antibacterial agents
7011,Soqol olish uchun mahsulotlar,Средства для бритья,Shaving products
7026,Sink,Цинк,Zinc
7003,Depilyatsiya va epilyatsiya,Депиляция и эпиляция,Depilation and epilation
7031,Massaj yostiqchalari,Массажные подушки,Massage cushions
7024,Maxsus ovqatlar,Специальные продукты питания,Special foods
7043,Oyoq uchun massaj moslamalari,Устройства для массажа ног,Foot massage devices
7020,A va E vitaminlari,Витамины А и Е,Vitamins A and E
7039,Massaj matraslari,Массажные матрасы,Massage mattresses
7041,Tana uchun massaj moslamalari,Приборы для массажа тела,Body massage devices
7047,Massaj gilamchalari,Массажные коврики,Massage mats
7029,Massaj banklari,Массажные банки,Massage banks
7037,Avtomobillar uchun massaj yostiqchalari,Массажные подушки для автомобилей,Massage cushions for cars
7035,Bosh uchun massaj moslamalari,Приборы для массажа головы,Head massage devices
7033,Massaj qalpoqlari,Массажные шапочки,Massage caps
7014,Quloq va burunni tozalash asboblari,Инструменты для чистки ушей и носа,Ear and nose cleaning tools
7045,Massaj stoli,Массажный стол,Massage table
6952,Pirsing uchun uskunalar,Оборудование для пирсинга,Piercing equipment
6958,Tana parvarishi,Уход за телом,Body care
6960,Sochlar parvarishi,Уход за волосами,Hair care
6962,Erkaklar uchun,Для мужчин,For men
6964,Yuz parvarishi,Уход за лицом,Facial care
6957,Professional kosmetika,Профессиональная косметика,Professional cosmetics
6949,Tatuirovka saloni uchun uskunalar va materiallar,Оборудование и принадлежности для тату-салона,Tattoo parlor equipment and supplies
6955,Efir moylari,Эфирные масла,Essential oils
6983,Sovun,Мыло,Soap
6990,Qogʻoz va paxta mahsulotlari,Изделия из бумаги и хлопка,Paper and cotton products
6966,Makiyaj,Составить,Makeup
6954,Aromaterapiya,Ароматерапия,Aromatherapy
6950,Tatuirovka toʻplamlari,Наборы для татуировок,Tattoo kits
6916,Tana parvarishi,Уход за телом,Body care
6943,Yogʻli atirlar,Масляные духи,Oil perfumes
6899,Sochlar uchun kosmetika toʻplamlari,Наборы косметики для волос,Hair cosmetic sets
6935,Parfyumlangan suv,Парфюмированная вода,Perfumed water
6905,Erkaklar uchun,Для мужчин,For men
6947,Atirlar,Духи,Perfumes
6903,Yuz uchun toʻplamlar,Наборы для ухода за лицом,Facial kits
6937,Quruq atirlar,Сухие духи,Dry perfumes
6941,Xushbo'ylangan suv,Ароматизированная вода,Scented water
6911,Erkaklar parfyumlari,Мужские духи,Men's perfumes
6920,Soch uchun,Для волос,For hair
6906,Soqol olish uchun,Для бритья,For shaving
6892,Go'zallik to'plamlari,Косметические наборы,Beauty kits
6933,Atomayzerlar va parfyum shishalari,Атомайзеры и флаконы для духов,Atomizers and perfume bottles
6945,Odekolonlar,Одеколоны,Colognes
6930,Erkaklar uchun to'plamlar,Мужские комплекты,Men's sets
6939,Miniatyuralar va tiqinlar,Миниатюры и пробки,Miniatures and corks
6925,Soqol va moʻylovlar uchun,Для бороды и усов,For beards and mustaches
6901,Tana parvarishi uchun kosmetika toʻplamlari,Косметические наборы по уходу за телом,Cosmetic sets for body care
6849,Sellyulitga va choʻzilishga qarshi vositalar,Средства против целлюлита и растяжек,Anti-cellulite and anti-stretch marks products
6890,Lak uchun razbavitellar,Лак для лака,Varnish for varnish
6864,Tirnoqlar dizayni,Дизайн ногтей,Nail design
6875,Davolovchi va parvarishlovchi mahsulotlar,Средства для лечения и ухода,Treatment and care products
6897,Makiyaj toʻplamlari,Наборы для макияжа,Makeup kits
6893,Manikyur va pedikyur toʻplamlari,Маникюрные и педикюрные наборы,Manicure and pedicure sets
6895,Parfyumeriya toʻplami,Коллекция духов,Perfume collection
6881,Tirnoq yopishtirish uchun materiallar,Материалы для приклеивания ногтей,Materials for nail gluing
6854,Manikyur anjomlari,Маникюрные инструменты,Manicure tools
6879,Gel-laklar,Гель-лаки,Gel polishes
6886,Bazalar va toplar,Основания и верхние части,Bases and tops
6888,Praymerlar va yogʻlarni yoʻqotuvchi moddalar,Грунтовки и обезжириватели,Primers and degreasers
6853,Manikyur va pedikyur,Маникюр и педикюр,Manicure and pedicure
6871,Laklar,Лаки,Varnishes
6836,Dush va vanna uchun vositalar,Средства для душа и ванны,Shower and bath products
6816,Namlash va oziqlantirish,Увлажнение и питание,Moisturizing and nourishing
6814,Ayollar dezodorantlari va antiperspirantlar,Женские дезодоранты и антиперспиранты,Women's deodorants and antiperspirants
6844,Tana parvarishi uchun aksessuarlar,Аксессуары для ухода за телом,Body care accessories
6830,Quyoshda toblanish va quyoshdan himoya,Загар и защита от солнца,Sunbathing and sun protection
6795,Turmaklash uchun vositalar,Парикмахерские инструменты,Hairdressing tools
6768,Skrab va piling,Скраб и пилинг,Scrub and peel
6779,Soch parvarishi uchun aksessuarlar,Аксессуары для ухода за волосами,Hair care accessories
6771,Tozalash va parvarish uchun vositalar,Средства для чистки и ухода,Cleaning and care products
6730,Namlash va oziqlantirish,Увлажнение и питание,Moisturizing and nourishing
6755,Muammoli terilar uchun mahsulotlar,Средства для проблемной кожи,Products for problem skin
6723,Vaqtinchalik tatuirovkalar va mehendi uchun xina,Хна для временных татуировок и мехенди,Henna for temporary tattoos and mehendi
6683,Yuz,Лицо,Face
6667,Hijob va tyurbanlar,Хиджабы и тюрбаны,Hijabs and turbans
6632,Sharflar va roʻmollar,Шарфы и шали,Scarves and shawls
6663,Tasbehlar,Четки,Rosaries
6629,"Boʻyinbogʻlar va kapalakchalar, roʻmolchalar","Галстуки и бабочки, носовые платки","Neckties and bow ties, handkerchiefs"
6661,Doʻppilar,Черепа,Skulls
6653,Chamadonlar uchun aksessuarlar,Аксессуары для багажа,Luggage accessories
6665,Kulonlar va marjonlar,Подвески и ожерелья,Pendants and necklaces
6651,Sayohat uchun toʻplamlar,Дорожные наборы,Travel kits
6659,Diniy to'plamlar,Религиозные коллекции,Religious collections
10106,category 6 level,категория 6 уровень,category 6 level
6637,Qoʻlqoplar va varejkalar,Перчатки и варежки,Gloves and mittens
6647,Sayohat uchun organayzerlar,Организаторы путешествий,Travel organizers
6595,Dastroʻmollar,Полотенца,Towels
6619,Koʻzoynaklar,Очки,Glasses
6590,Sharflar va roʻmollar,Шарфы и шали,Scarves and shawls
6624,Qayishlar va osma kamarlar,Ремни и ремни для подвески,Straps and suspension belts
6600,Kamarlar va belbogʻlar,Ремни и пояса,Belts and sashes
6603,Sumkalar va ryukzaklar,Сумки и рюкзаки,Bags and backpacks
6622,Soyabonlar,Зонтики,Umbrellas
6610,Bosh kiyimlar,Шляпы,Hats
6597,Qoʻlqoplar va varejkalar,Перчатки и варежки,Gloves and mittens
6627,Oʻgʻil bolalar uchun hamyonlar,Кошельки для мальчиков,Wallets for boys
6569,Sumkalar va ryukzaklar,Сумки и рюкзаки,Bags and backpacks
6546,Roʻmolchalar va sharflar,Платки и шарфы,Handkerchiefs and scarves
6550,Portmone va kosmetika sumkalar,Кошельки и косметички,Purses and cosmetic bags
6553,Qoʻlqoplar va varejkalar,Перчатки и варежки,Gloves and mittens
6586,Soyabonlar,Зонтики,Umbrellas
6541,"Boʻyinbogʻlar, kapalakchalar, roʻmolchalar","Галстуки, бабочки, носовые платки","Neckties, bow ties, handkerchiefs"
6572,Bosh kiyimlar,Шляпы,Hats
6557,Soch uchun aksessuarlar,Аксессуары для волос,Hair accessories
6583,Koʻzoynak,Очки,Glasses
6588,Qizlar uchun hamyonlar,Кошельки для девочек,Wallets for girls
6498,Soatlar va qayishlar,Часы и ремешки,Watches and straps
6514,Bosh kiyimlar,Шляпы,Hats
6492,Koʻzoynak,Очки,Glasses
6535,Zargarlik buyumlari,Ювелирные изделия,Jewelry
6507,Bijuteriyalar,Ювелирные изделия,Jewelry
6501,Sumkalar va ryukzaklar,Сумки и рюкзаки,Bags and backpacks
6480,Qoʻlqoplar va varejkalar,Перчатки и варежки,Gloves and mittens
6459,Soyabon va yelpig'ich,Зонт и веер,Umbrella and fan
6485,Toʻy aksessuarlari,Свадебные аксессуары,Wedding accessories
6477,Klatchlar va kosmetika sumkalar,Клатчи и косметички,Clutches and cosmetic bags
6472,"Kamarlar, belbogʻlar va portupeilar","Ремни, пояса и подтяжки","Belts, girdles and suspenders"
6430,Roʻmolar va sharflar,Шали и шарфы,Shawls and scarves
6418,Soch uchun aksessuarlar,Аксессуары для волос,Hair accessories
6390,Bogʻichlar,Галстуки,Ties
6436,Soatlar va qayishlar,Часы и ремешки,Watches and straps
6411,Sumkalar va ryukzaklar,Сумки и рюкзаки,Bags and backpacks
6392,Gʻiloflar va muzda yurish uchun oyoq kiyim tagliklari,Чехлы и стельки для обуви для ледовой ходьбы,Covers and insoles for ice walking shoes
6398,Bijuteriyalar,Ювелирные изделия,Jewelry
6394,Oyoq oʻlchagichlar,Датчики стоп,Foot gauges
6384,Jibitslar,Джибитс,Jibits
6343,Botinkalar va qoʻnjsiz botinkalar,Ботинки и полусапожки,Boots and ankle boots
6388,Poyabzal qoshiqlari,Рожки для обуви,Shoehorns
6337,Rezin poyabzal,Резиновая обувь,Rubber shoes
6353,Tuflilar va cheshkalar,Туфли и тапочки,Shoes and slippers
6346,Uyda kiyish uchun poyabzal,Обувь для ношения дома,Shoes to wear at home
6386,Oyoq kiyim uchun pataklar va qoʻyilmalar,Шнурки и вставки для обуви,Shoelaces and inserts for shoes
6356,Sandalilar va sabo,Сандалии и тапочки,Sandals and slippers
6380,Shlepanslar va slanslar,Тапочки и сандалии,Slippers and sandals
6377,Mokasinlar va sliponlar,Мокасины и слипоны,Moccasins and slip-ons
6369,Uyda kiyish uchun poyabzal,Обувь для ношения дома,Shoes to wear at home
6359,Botinkalar va qoʻnjsiz botinkalar,Ботинки и полусапожки,Boots and ankle boots
6371,Etiklar va uggi,Сапоги и угги,Boots and uggs
6349,Krossovkalar va kedalar,Кроссовки и кеды,Sneakers and sneakers
6362,Rezin poyabzal,Резиновая обувь,Rubber shoes
6327,Pinetkalar,Пинетки,Booties
6300,Uyda kiyish uchun poyabzal,Обувь для ношения дома,Shoes to wear at home
6302,Etiklar va uggi,Сапоги и угги,Boots and uggs
6316,Tuflilar va cheshkalar,Туфли и тапочки,Shoes and slippers
6329,Etiklar va uggi,Сапоги и угги,Boots and uggs
6309,Shlepanslar va slanslar,Тапочки и сандалии,Slippers and sandals
6307,Maxsus poyabzal,Специальная обувь,Special shoes
6287,Botinkalar,Сапоги,Boots
6294,Espadrillar va sliponlar,Эспадрильи и слипоны,Espadrilles and slip-ons
6322,Mokasinlar va sliponlar,Мокасины и слипоны,Moccasins and slip-ons
6297,Sandalilar va sabo,Сандалии и тапочки,Sandals and slippers
6325,Bosonojkalar,Босиком,Barefoot
6319,Sandalilar va sabo,Сандалии и тапочки,Sandals and slippers
6313,Krossovkalar va kedalar,Кроссовки и кеды,Sneakers and sneakers
6335,Baletkalar,Балетки,Ballet flats
6276,Mokasinlar va topsayderlar,Мокасины и лоферы,Moccasins and loafers
6279,Rezin poyabzal,Резиновая обувь,Rubber shoes
6263,Espadrillar,Эспадрильи,Espadrilles
6259,To'liqligi ortgan poyafzal,Обувь с увеличенной полнотой,Shoes with increased fullness
6255,Shishgan poyabzal,Надувные туфли,Inflated shoes
6266,Krossovkalar va kedalar,Кроссовки и кеды,Sneakers and sneakers
6221,Botinkalar,Сапоги,Boots
6250,Botilyonlar,Батальоны,Battalions
6217,Tufli va loferlar,Туфли и мокасины,Shoes and loafers
6232,Etiklar va uggi,Сапоги и угги,Boots and uggs
6230,Uyda kiyish uchun poyabzallar,Обувь для ношения дома,Shoes to wear at home
6228,Bosonojkalar,Босиком,Barefoot
6205,Rezin poyabzallar,Резиновая обувь,Rubber shoes
6245,Maxsus poyabzal,Специальная обувь,Special shoes
6239,Sandalilar,Сандалии,Sandals
6242,Sliponlar,Слипоны,Slip-ons
6212,Baletkalar,Балетки,Ballet flats
6253,Oqshom uchun poyabzal,Вечерние туфли,Evening shoes
6247,Sabo va myuli,Сабо и мул,Sabo and mule
6202,Krossovkalar va kedalar,Кроссовки и кеды,Sneakers and sneakers
6157,Qizlar uchun kiyimlar,Одежда для девочек,Clothes for girls
6152,Erkaklar uchun diniy kiyim,Религиозная одежда для мужчин,Religious clothing for men
6154,Milliy kiyimlar,Национальная одежда,National clothes
6118,Choʻmilish plavkalari va shortilari,Купальники и шорты,Swimsuits and shorts
6150,Karnaval uchun kiyimlar,Карнавальная одежда,Carnival clothes
6108,Maxsus kiyimlar,Специальная одежда,Special clothes
6121,Uy kiyimi,Домашняя одежда,Home clothes
6130,Maykalar,Футболки,T-shirts
6132,Katta o'lchamli kiyimlar,Одежда больших размеров,Plus size clothing
6141,Termal ichki kiyimlar,Термобелье,Thermal underwear
6145,Pidjaklar va kostyumlar,Пиджаки и костюмы,Jackets and suits
6103,Shortilar,Шорты,Shorts
6086,Ustki kiyim,Верхняя одежда,Outerwear
6098,Ichki kiyimlar,Нижнее белье,Underwear
6041,Paypoqlar va getrlar,Носки и леггинсы,Socks and leggings
6044,Shimlar,Брюки,Pants
6054,Xudi va svitshotlar,Толстовки и свитшоты,Hoodies and sweatshirts
6027,Maxsus kiyimlar,Специальная одежда,Special clothes
6070,Jinsilar,Пол,Gender
6066,Ko'ylaklar,Рубашки,Shirts
6060,"Jemperlar, sviterlar va kardiganlar","Джемперы, свитера и кардиганы","Jumpers, sweaters and cardigans"
6003,Milliy kiyimlar,Национальная одежда,National clothes
6000,Bodi,Тело,Body
5992,Kombinezonlar,Комбинезон,Overalls
6008,Karnaval uchun kiyimlar,Карнавальная одежда,Carnival clothes
6006,To`qilgan kostyumlar,Вязаные костюмы,Knitted suits
5977,Homiladorlar uchun kiyimlar,Одежда для беременных,Clothes for pregnant women
6012,Katta o'lchamli kiyimlar,Одежда больших размеров,Plus size clothing
6010,Tog' chang'i sport kiyimlari,Одежда для катания на лыжах,Skiing clothing
5941,Diniy kiyim,Религиозная одежда,Religious clothing
5959,Pidjaklar va kostyumlar,Пиджаки и костюмы,Jackets and suits
5969,Tunikalar,Туники,Tunics
5936,Xudi va svitshotlar,Толстовки и свитшоты,Hoodies and sweatshirts
5943,Ustki kiyim,Верхняя одежда,Outerwear
5925,Top va maykalar,Топы и футболки,Tops and T-shirts
5911,Choʻmilish va plyaj kiyimlari,Купальники и пляжная одежда,Swimwear and beachwear
5889,Jinsilar,Пол,Gender
5917,Yubkalar,Юбки,Skirts
5878,Uy kiyimi,Домашняя одежда,Home clothes
5851,"Paypoqlar, kolgotkilar va chulkilar","Носки, колготки и чулки","Socks, tights and stockings"
5875,Bluzkalar va rubashkalar,Блузки и рубашки,Blouses and shirts
5868,"Jemperlar, sviterlar va kardiganlar","Джемперы, свитера и кардиганы","Jumpers, sweaters and cardigans"
5829,Liboslar va sarafanlar,Платья и сарафаны,Dresses and sundresses
5857,Shimlar,Брюки,Pants
5705,Qoʻl uchun quritgichlar,Сушилки для рук,Hand dryers
5727,Mini solariya,Мини солярий,Mini solarium
5729,Yerda turadigan tarozilar,Напольные весы,Floor-standing scales
5734,Soch turmaklash,Укладка волос,Hair styling
5658,Katta maishiy texnika uchun aksessuarlar,Аксессуары для крупной бытовой техники,Accessories for large household appliances
5747,Qaynatish panellari,Кипящие панели,Boiling panels
5687,Maishiy texnika uchun boshqa aksessuarlar va ehtiyot qismlar,Прочие аксессуары и запчасти для бытовой техники,Other accessories and spare parts for household appliances
5672,Pechkalar,Печи,Stoves
5655,Ob-havo stansiyalari,Метеостанции,Weather stations
5638,Datchiklar,Датчики,Sensors
5580,Foto va video kameralar uchun aksessuarlar,Аксессуары для фото и видеокамер,Accessories for photo and video cameras
5554,Fitnes bilaguzuklar,Фитнес-браслеты,Fitness bracelets
5547,Qayishlar,Слипы,Slips
5557,Uy xavfsizligi,Безопасность дома,Home security
5542,Soatlar va fitnes bilaguzuklar uchun himoya,Защита часов и фитнес-браслетов,Protection for watches and fitness bands
5545,Kabellar va zaryadlovchi qurilmalar,Кабели и зарядные устройства,Cables and chargers
5529,TV-pristavkalar va media pleerlar,Телевизоры и медиаплееры,TV sets and media players
5527,Televizor uchun stend va kronshteynlar,Подставки и кронштейны для телевизоров,TV stands and brackets
5507,Televizor aksessuarlari,ТВ аксессуары,TV accessories
5516,Kabellar va adapterlar,Кабели и адаптеры,Cables and adapters
5493,Ehtiyot qismlar va ta'mirlash,Запасные части и ремонт,Spare parts and repairs
5449,Teleskoplar,Телескопы,Telescopes
5439,Teatr binokllari,Театральный бинокль,Theater binoculars
5443,Okulyarlar,Окуляры,Eyepieces
5409,Periferiya va aksessuarlar,Периферийные устройства и аксессуары,Peripherals and accessories
5447,Mikroskoplar,Микроскопы,Microscopes
5445,Mikroskoplar uchun aksessuarlar,Аксессуары для микроскопов,Accessories for microscopes
5441,Teleskop aksessuarlari,Аксессуары для телескопа,Telescope accessories
5363,GPS-trekerlar va GPS-mayoqlar,GPS-трекеры и GPS-маяки,GPS trackers and GPS beacons
5367,Avtomobil navigatorlari,Автомобильные навигаторы,Car navigators
5372,Proigrivatel uchun aksessuarlar,Аксессуары для плеера,Accessories for the player
5365,Navigatorlar uchun aksessuarlar,Аксессуары для навигаторов,Accessories for navigators
5304,Kvadrokopterlar uchun aksessuarlar,Аксессуары для квадрокоптеров,Accessories for quadcopters
5273,Uzaytirgichlar,Удлинители,Extension cords
10076,Dorixona,Аптека,Pharmacy
5295,Oʻyinlar,Игры,Games
5271,Quyosh panellari va batareyalari,Солнечные панели и батареи,Solar panels and batteries
5269,Tarmoq filtrlari,Сетевые фильтры,Network filters
5306,Kvadrokopterlar,Квадрокоптеры,Quadcopters
5265,Tarmoqlagichlar,Сетевики,Networkers
5261,Kabellar uchun organayzerlar,Органайзеры для кабелей,Cable organizers
5259,Konnektorlar,Соединители,Connectors
5257,Kabel himoyasi,Защита кабеля,Cable protection
5263,Kuchlanishni oʻzgartirgichlar,Преобразователи напряжения,Voltage converters
5267,Elektr tarmoqlagichlar,Электрические розетки,Electrical outlets
5255,Akkumulyatorlar uchun zaryadlovchi qurilmalari,Зарядные устройства для аккумуляторов,Battery chargers
5249,Simlar uchun qutilar,Коробки для проводов,Boxes for wires
